"","date","code","description","type","issuer","listing_date","maturity_date","interest","interest_type","interest_freq","originated_amt","sector","total","mature"
"1626",2023-07-31,"SIISAT02DCN2","SUKUK IJARAH BKLJT II INDOSAT THP II TH2017 SERI D","SUKUK","INDOSAT Tbk, PT",2017-11-10,2024-11-09,7.95,"FIXED","3 MONTHS",1.3e+10,"TELECOMUNICATION",1.3e+10,6.99794661190965
"1627",2023-07-31,"SIISAT02ECN2","SUKUK IJARAH BKLJT II INDOSAT THP II TH2017 SERI E","SUKUK","INDOSAT Tbk, PT",2017-11-10,2027-11-09,8.65,"FIXED","3 MONTHS",1.93e+11,"TELECOMUNICATION",1.93e+11,9.9958932238193
"1628",2023-07-31,"SIISAT03CCN1","SUKUK IJARAH BERKELANJUTAN III INDOSAT TAHAP I TAHUN 2019 SERI C","SUKUK","INDOSAT Tbk, PT",2019-03-06,2024-03-05,9.75,"FIXED","3 MONTHS",2.9e+10,"TELECOMUNICATION",2.9e+10,4.99931553730322
"1629",2023-07-31,"SIISAT03CCN2","SUKUK IJARAH BERKELANJUTAN III INDOSAT TAHAP II TAHUN 2019 SERI C","SUKUK","INDOSAT Tbk, PT",2019-07-24,2024-07-23,9.25,"FIXED","3 MONTHS",4.04e+11,"TELECOMUNICATION",4.04e+11,4.99931553730322
"1630",2023-07-31,"SIISAT03DCN1","SUKUK IJARAH BERKELANJUTAN III INDOSAT TAHAP I TAHUN 2019 SERI D","SUKUK","INDOSAT Tbk, PT",2019-03-06,2026-03-05,10.1,"FIXED","3 MONTHS",1.1e+10,"TELECOMUNICATION",1.1e+10,6.99794661190965
"1631",2023-07-31,"SIISAT03DCN2","SUKUK IJARAH BERKELANJUTAN III INDOSAT TAHAP II TAHUN 2019 SERI D","SUKUK","INDOSAT Tbk, PT",2019-07-24,2029-07-23,10,"FIXED","3 MONTHS",2e+10,"TELECOMUNICATION",2e+10,9.99863107460643
"1632",2023-07-31,"SIISAT03ECN1","SUKUK IJARAH BERKELANJUTAN III INDOSAT TAHAP I TAHUN 2019 SERI E","SUKUK","INDOSAT Tbk, PT",2019-03-06,2029-03-05,10.35,"FIXED","3 MONTHS",2.1e+10,"TELECOMUNICATION",2.1e+10,9.99863107460643
"1633",2023-07-31,"SIISAT04ACN1","SUKUK IJARAH BERKELANJUTAN IV INDOSAT TAHAP I TAHUN 2022 SERI A","SUKUK","INDOSAT Tbk, PT",2022-10-27,2025-10-26,7,"FIXED","3 MONTHS",3.75e+11,"TELECOMUNICATION",3.75e+11,2.99794661190965
"1634",2023-07-31,"SIISAT04BCN1","SUKUK IJARAH BERKELANJUTAN IV INDOSAT TAHAP I TAHUN 2022 SERI B","SUKUK","INDOSAT Tbk, PT",2022-10-27,2027-10-26,7.7,"FIXED","3 MONTHS",3.75e+11,"TELECOMUNICATION",3.75e+11,4.99657768651609
"1635",2023-07-31,"SIISSP01ACN2","SUKUK IJARAH BERKELANJUTAN I SPINDO TAHAP II TAHUN 2022 SERI A","SUKUK","STEEL PIPE INDUSTRY OF INDONESIA Tbk, PT",2022-07-28,2023-08-03,7.5,"FIXED","3 MONTHS",1e+11,"METAL AND ALLIED PRODUCTS",1e+11,1.01574264202601
"1636",2023-07-31,"SIISSP01BCN1","SUKUK IJARAH BERKELANJUTAN I SPINDO TAHAP I TAHUN 2021 SERI B","SUKUK","STEEL PIPE INDUSTRY OF INDONESIA Tbk, PT",2021-12-03,2024-12-02,9.5,"FIXED","3 MONTHS",5.1e+10,"METAL AND ALLIED PRODUCTS",5.1e+10,2.99794661190965
"1637",2023-07-31,"SIISSP01BCN2","SUKUK IJARAH BERKELANJUTAN I SPINDO TAHAP II TAHUN 2022 SERI B","SUKUK","STEEL PIPE INDUSTRY OF INDONESIA Tbk, PT",2022-07-28,2025-07-27,9.5,"FIXED","3 MONTHS",5e+10,"METAL AND ALLIED PRODUCTS",5e+10,2.99794661190965
"1638",2023-07-31,"SIISSP02ACN1","SUKUK IJARAH BERKELANJUTAN II SPINDO TAHAP I TAHUN 2023 SERI A","SUKUK","STEEL PIPE INDUSTRY OF INDONESIA Tbk, PT",2023-04-05,2024-04-11,7.75,"FIXED","3 MONTHS",3e+09,"METAL AND ALLIED PRODUCTS",3e+09,1.01848049281314
"1639",2023-07-31,"SIISSP02BCN1","SUKUK IJARAH BERKELANJUTAN II SPINDO TAHAP I TAHUN 2023 SERI B","SUKUK","STEEL PIPE INDUSTRY OF INDONESIA Tbk, PT",2023-04-05,2026-04-04,9.5,"FIXED","3 MONTHS",1.411e+11,"METAL AND ALLIED PRODUCTS",1.411e+11,2.99794661190965
"1640",2023-07-31,"SIISSP02CCN1","SUKUK IJARAH BERKELANJUTAN II SPINDO TAHAP I TAHUN 2023 SERI C","SUKUK","STEEL PIPE INDUSTRY OF INDONESIA Tbk, PT",2023-04-05,2028-04-04,10,"FIXED","3 MONTHS",1.09e+10,"METAL AND ALLIED PRODUCTS",1.09e+10,4.99931553730322
"1641",2023-07-31,"SIJPTS01B","SUKUK IJARAH JANGKA MENENGAH PT JASAMARGA PANDAAN TOL TAHUN 2019 SERI B","SUKUK","JASAMARGA PANDAAN TOL, PT",2023-07-31,2024-07-17,9,"Fixed","3 MONTHS",6.85e+11,"TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.",6.85e+11,0.9637234770705
"1642",2023-07-31,"SIKAII01ACN1","SUKUK IJARAH BERKELANJUTAN I KERETA API INDONESIA TAHAP I TAHUN 2022 SERI A","SUKUK","PT KERETA API INDONESIA (PERSERO)",2022-08-08,2027-08-05,7.1,"FIXED","3 MONTHS",1.1735e+11,"TRANSPORTATION",1.1735e+11,4.99110198494182
"1643",2023-07-31,"SIKAII01BCN1","SUKUK IJARAH BERKELANJUTAN I KERETA API INDONESIA TAHAP I TAHUN 2022 SERI B","SUKUK","PT KERETA API INDONESIA (PERSERO)",2022-08-08,2029-08-05,8,"FIXED","3 MONTHS",3.8265e+11,"TRANSPORTATION",3.8265e+11,6.99247091033539
"1644",2023-07-31,"SIMORA01ACN2","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP II TAHUN 2020 SERI A","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2020-08-12,2023-08-11,10.5,"FIXED","3 MONTHS",1.91e+11,"TELECOMUNICATION",1.91e+11,2.99520876112252
"1645",2023-07-31,"SIMORA01ACN3","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP III TAHUN 2020 SERI A","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2020-10-08,2023-10-07,10.5,"FIXED","3 MONTHS",3.33365e+11,"TELECOMUNICATION",3.33365e+11,2.99520876112252
"1646",2023-07-31,"SIMORA01ACN4","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP IV TAHUN 2021 SERI A","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2021-05-05,2024-05-04,10.25,"FIXED","3 MONTHS",4.691e+11,"TELECOMUNICATION",4.691e+11,2.99794661190965
"1647",2023-07-31,"SIMORA01BCN1","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP I TAHUN 2019 SERI B","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2019-07-10,2024-07-09,10.5,"FIXED","3 MONTHS",6.53e+11,"TELECOMUNICATION",6.53e+11,4.99931553730322
"1648",2023-07-31,"SIMORA01BCN2","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP II TAHUN 2020 SERI B","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2020-08-12,2025-08-11,11.25,"FIXED","3 MONTHS",8.6e+10,"TELECOMUNICATION",8.6e+10,4.99657768651609
"1649",2023-07-31,"SIMORA01BCN3","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP III TAHUN 2020 SERI B","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2020-10-08,2025-10-07,11.25,"FIXED","3 MONTHS",5.615e+10,"TELECOMUNICATION",5.615e+10,4.99657768651609
"1650",2023-07-31,"SIMORA01BCN4","SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP IV TAHUN 2021 SERI B","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2021-05-05,2026-05-04,11,"FIXED","3 MONTHS",3.09e+10,"TELECOMUNICATION",3.09e+10,4.99657768651609
"1651",2023-07-31,"SIMORA02ACN1","SUKUK IJARAH BERKELANJUTAN II MORATELINDO TAHAP I TAHUN 2023 SERI A","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2023-07-14,2026-07-13,10,"FIXED","3 MONTHS",4.626e+11,"TELECOMUNICATION",4.626e+11,2.99794661190965
"1652",2023-07-31,"SIMORA02BCN1","SUKUK IJARAH BERKELANJUTAN II MORATELINDO TAHAP I TAHUN 2023 SERI B","SUKUK","MORA TELEMATIKA INDONESIA Tbk, PT",2023-07-14,2028-07-13,11,"FIXED","3 MONTHS",2.595e+10,"TELECOMUNICATION",2.595e+10,4.99931553730322
"1653",2023-07-31,"SIPLTM01B","SUKUK IJARAH I POLYTAMA PROPINDO TAHUN 2020 SERI B","SUKUK","POLYTAMA PROPINDO, PT",2020-09-10,2023-09-09,11,"FIXED","3 MONTHS",5.55e+09,"OTHER - BASIC INDUSTRY AND CHEMICALS",5.55e+09,2.99520876112252
"1654",2023-07-31,"SIPLTM02A","SUKUK IJARAH II POLYTAMA PROPINDO TAHUN 2021 SERI A","SUKUK","POLYTAMA PROPINDO, PT",2021-09-09,2024-09-08,6.5,"FIXED","3 MONTHS",1.04e+11,"OTHER - BASIC INDUSTRY AND CHEMICALS",1.04e+11,2.99794661190965
"1655",2023-07-31,"SIPLTM02B","SUKUK IJARAH II POLYTAMA PROPINDO TAHUN 2021 SERI B","SUKUK","POLYTAMA PROPINDO, PT",2021-09-09,2026-09-08,7.25,"FIXED","3 MONTHS",5.6e+10,"OTHER - BASIC INDUSTRY AND CHEMICALS",5.6e+10,4.99657768651609
"1656",2023-07-31,"SIPLTM03A","SUKUK IJARAH JANGKA MENENGAH I POLYTAMA PROPINDO TAHUN 2022 SERI A","SUKUK","POLYTAMA PROPINDO, PT",2023-07-31,2025-03-04,7,"FIXED","3 MONTHS",1.1025e+11,"OTHER - BASIC INDUSTRY AND CHEMICALS",1.1025e+11,1.59342915811088
"1657",2023-07-31,"SIPLTM03B","SUKUK IJARAH JANGKA MENENGAH I POLYTAMA PROPINDO TAHUN 2022 SERI B","SUKUK","POLYTAMA PROPINDO, PT",2023-07-31,2027-03-04,7.5,"FIXED","3 MONTHS",1.1025e+11,"OTHER - BASIC INDUSTRY AND CHEMICALS",1.1025e+11,3.59206023271732
"1658",2023-07-31,"SIPPLN01BCN2","SUKUK IJARAH BKLJT I PLN TAHAP II TH 2013 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2013-12-11,2023-12-10,9.6,"FIXED","3 MONTHS",1.08e+11,"ENERGY",1.08e+11,9.9958932238193
"1659",2023-07-31,"SIPPLN02BCN1","SUKUK IJARAH BKLJT II PLN THP I TAHUN 2017 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2017-07-12,2027-07-11,8.5,"FIXED","3 MONTHS",2.14e+11,"ENERGY",2.14e+11,9.9958932238193
"1660",2023-07-31,"SIPPLN02BCN2","SUKUK IJARAH BKLJT II PLN THP II TAHUN 2017 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2017-11-06,2027-11-03,8.2,"FIXED","3 MONTHS",1.21e+11,"ENERGY",1.21e+11,9.99041752224504
"1661",2023-07-31,"SIPPLN02BCN3","SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-02-23,2028-02-22,7.25,"FIXED","3 MONTHS",8.8e+10,"ENERGY",8.8e+10,9.9958932238193
"1662",2023-07-31,"SIPPLN02CCN2","SUKUK IJARAH BKLJT II PLN THP II TAHUN 2017 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2017-11-06,2032-11-03,8.7,"FIXED","3 MONTHS",4.9e+11,"ENERGY",4.9e+11,14.9924709103354
"1663",2023-07-31,"SIPPLN02CCN3","SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-02-23,2033-02-22,8.2,"FIXED","3 MONTHS",5.75e+10,"ENERGY",5.75e+10,14.9979466119097
"1664",2023-07-31,"SIPPLN02DCN3","SUKUK IJARAH BKLJ II PLN THP III TAHUN 2018 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-02-23,2038-02-22,8.75,"FIXED","3 MONTHS",4.49e+11,"ENERGY",4.49e+11,19.9972621492129
"1665",2023-07-31,"SIPPLN03ACN2","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI A","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-10-11,2023-10-10,8.65,"FIXED","3 MONTHS",1.14e+11,"ENERGY",1.14e+11,4.99657768651609
"1666",2023-07-31,"SIPPLN03ACN4","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI A","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2024-08-01,8,"FIXED","3 MONTHS",2.74e+11,"ENERGY",2.74e+11,4.99931553730322
"1667",2023-07-31,"SIPPLN03ACN5","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI A","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2024-10-01,7.9,"FIXED","3 MONTHS",6.5e+09,"ENERGY",6.5e+09,4.99931553730322
"1668",2023-07-31,"SIPPLN03ACN6","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI A","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2027-02-18,7.7,"FIXED","3 MONTHS",4.05e+10,"ENERGY",4.05e+10,6.99794661190965
"1669",2023-07-31,"SIPPLN03BCN1","SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2025-07-10,8.35,"FIXED","3 MONTHS",1.5e+11,"ENERGY",1.5e+11,6.99794661190965
"1670",2023-07-31,"SIPPLN03BCN2","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-10-11,2025-10-10,9,"FIXED","3 MONTHS",4.5e+10,"ENERGY",4.5e+10,6.99794661190965
"1671",2023-07-31,"SIPPLN03BCN3","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2024-02-19,9.1,"FIXED","3 MONTHS",2.63e+11,"ENERGY",2.63e+11,4.99657768651609
"1672",2023-07-31,"SIPPLN03BCN4","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2026-08-01,8.5,"FIXED","3 MONTHS",3.68e+11,"ENERGY",3.68e+11,6.99794661190965
"1673",2023-07-31,"SIPPLN03BCN5","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2026-10-01,8.4,"FIXED","3 MONTHS",1e+10,"ENERGY",1e+10,6.99794661190965
"1674",2023-07-31,"SIPPLN03BCN6","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2030-02-18,8,"FIXED","3 MONTHS",3.5e+09,"ENERGY",3.5e+09,9.99863107460643
"1675",2023-07-31,"SIPPLN03CCN1","SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2028-07-10,8.4,"FIXED","3 MONTHS",2.58e+11,"ENERGY",2.58e+11,9.99863107460643
"1676",2023-07-31,"SIPPLN03CCN2","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-10-11,2028-10-10,9.1,"FIXED","3 MONTHS",1.5e+10,"ENERGY",1.5e+10,9.99863107460643
"1677",2023-07-31,"SIPPLN03CCN3","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2026-02-19,9.35,"FIXED","3 MONTHS",2.04e+11,"ENERGY",2.04e+11,6.99794661190965
"1678",2023-07-31,"SIPPLN03CCN4","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2029-08-01,8.7,"FIXED","3 MONTHS",2e+10,"ENERGY",2e+10,9.99863107460643
"1679",2023-07-31,"SIPPLN03CCN5","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2029-10-01,8.6,"FIXED","3 MONTHS",9.2e+10,"ENERGY",9.2e+10,9.99863107460643
"1680",2023-07-31,"SIPPLN03CCN6","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI C","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2035-02-18,8.7,"FIXED","3 MONTHS",9e+09,"ENERGY",9e+09,14.9979466119097
"1681",2023-07-31,"SRTM01X1SCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT RUBBA TEKNIK MANDIRI TAHUN 2023 TAHAP I","SUKUK CROWD FUNDING","RUBBA TEKNIK MANDIRI, PT",2023-07-31,2024-06-14,0,"Floating/Variable","SPECIFIC DATE",2.816e+09,"CONSTRUCTION",2.816e+09,0.87337440109514
"1682",2023-07-31,"SIPPLN03DCN1","SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2033-07-10,8.9,"FIXED","3 MONTHS",1.05e+11,"ENERGY",1.05e+11,14.9979466119097
"1683",2023-07-31,"SSWS02XXSCFS","SUKUK MUDHARABAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT SAGA WIRA SATYA TAHUN 2023","SUKUK CROWD FUNDING","SAGA WIRA SATYA, PT",2023-07-31,2023-09-19,0,"FIXED","3 MONTHS",1304900000,"ADVERTISING,PRINTING and MEDIA",1304900000,0.136892539356605
"1684",2023-07-31,"SIPPLN03DCN2","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP II TAHUN 2018 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-10-11,2038-10-10,9.65,"FIXED","3 MONTHS",5e+10,"ENERGY",5e+10,19.9972621492129
"1685",2023-07-31,"STER01XXSCFS","SUKUK MUDHARABAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT TERA TEKNOLOGI GRUP TAHUN 2023","SUKUK CROWD FUNDING","TERA TEKNOLOGI GRUP, PT",2023-07-31,2024-02-16,0,"FIXED","3 MONTHS",2433500000,"AUTOMOTIVE AND COMPONENTS",2433500000,0.54757015742642
"1686",2023-07-31,"SIPPLN03DCN3","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2029-02-19,9.6,"FIXED","3 MONTHS",4.5e+10,"ENERGY",4.5e+10,9.99863107460643
"1687",2023-07-31,"TBCL01XXSCFS","SURAT BERHARGA SYARIAH YANG DITAWARKAN MELALUI LAYANAN URUN DANA PT. TRI BUANA CEMERLANG TAHUN 2022","SUKUK CROWD FUNDING","TRI BUANA CEMERLANG, PT",2023-07-31,2023-10-04,0,"Floating/Variable","SEMI-ANNUAL",2.52e+09,"OTHERS - TRADE, SERVICES & INVESTMENT",2.52e+09,0.177960301163587
"1688",2023-07-31,"SIPPLN03DCN4","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2034-08-01,9.5,"FIXED","3 MONTHS",4.9e+10,"ENERGY",4.9e+10,14.9979466119097
"1689",2023-07-31,"TERA01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT TERRA ENERGI PRIMA TAHUN 2022","SUKUK CROWD FUNDING","TERRA ENERGI PRIMA, PT",2023-07-31,2023-09-21,0,"Floating/Variable","SPECIFIC DATE",6e+09,"ENERGY",6e+09,0.142368240930869
"1690",2023-07-31,"SIPPLN03DCN5","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2034-10-01,9.4,"FIXED","3 MONTHS",1.35e+11,"ENERGY",1.35e+11,14.9979466119097
"1691",2023-07-31,"TESS04XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 4 PT TEKNOLOGI SARANA SEMPURNA TAHUN 2022","SUKUK CROWD FUNDING","TEKNOLOGI SARANA SEMPURNA, PT",2023-07-31,2023-10-02,0,"Floating/Variable","SPECIFIC DATE",1.906e+09,"TELECOMUNICATION",1143600000,0.172484599589322
"1692",2023-07-31,"SIPPLN03DCN6","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP VI TAHUN 2020 SERI D","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-02-19,2040-02-18,9.05,"FIXED","3 MONTHS",6.25e+10,"ENERGY",6.25e+10,19.9972621492129
"1693",2023-07-31,"TESS05XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 5 PT TEKNOLOGI SARANA SEMPURNA TAHUN 2022","SUKUK CROWD FUNDING","TEKNOLOGI SARANA SEMPURNA, PT",2023-07-31,2023-11-07,0,"Floating/Variable","SPECIFIC DATE",1.507e+09,"TELECOMUNICATION",1205600000,0.271047227926078
"1694",2023-07-31,"SIPPLN03ECN1","SUKUK IJARAH BKLJ III PLN THP I TAHUN 2018 SERI E","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2018-07-11,2038-07-10,9,"FIXED","3 MONTHS",1.1e+11,"ENERGY",1.1e+11,19.9972621492129
"1695",2023-07-31,"TIHA01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 CV TIHAMA TAHUN 2021","SUKUK CROWD FUNDING","CV TIHAMA",2023-07-31,2024-02-20,0,"Floating/Variable","MONTHLY",1633333330,"HEALTH CARE",956903339,0.558521560574949
"1696",2023-07-31,"SIPPLN03ECN3","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI E","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2034-02-19,9.8,"FIXED","3 MONTHS",6e+10,"ENERGY",6e+10,14.9979466119097
"1697",2023-07-31,"VIRR01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT VIRR RENDATI DESAIN TAHUN 2023","SUKUK CROWD FUNDING","VIRR RENDATI DESAIN, PT",2023-07-31,2023-10-05,0,"Floating/Variable","SPECIFIC DATE",5e+08,"OTHER - BASIC INDUSTRY AND CHEMICALS",5e+08,0.180698151950719
"1698",2023-07-31,"SIPPLN03ECN4","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP IV TAHUN 2019 SERI E","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-08-02,2039-08-01,9.975,"FIXED","3 MONTHS",5.39e+11,"ENERGY",5.39e+11,19.9972621492129
"1699",2023-07-31,"WIBI01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT WISHAL BATAM INDO TAHUN 2023","SUKUK CROWD FUNDING","WISHAL BATAM INDO, PT",2023-07-31,2023-09-14,0,"Floating/Variable","SPECIFIC DATE",1.92e+09,"CONSTRUCTION",1.42e+09,0.123203285420945
"1700",2023-07-31,"SIPPLN03ECN5","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP V TAHUN 2019 SERI E","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-10-02,2039-10-01,9.9,"FIXED","3 MONTHS",5.54e+11,"ENERGY",5.54e+11,19.9972621492129
"1701",2023-07-31,"WIBI02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT WISHAL BATAM INDO TAHUN 2023","SUKUK CROWD FUNDING","WISHAL BATAM INDO, PT",2023-07-31,2024-01-03,0,"Floating/Variable","SPECIFIC DATE",1.3e+09,"CONSTRUCTION",1.3e+09,0.427104722792608
"1702",2023-07-31,"SIPPLN03FCN3","SUKUK IJARAH BERKELANJUTAN III PLN TAHAP III TAHUN 2019 SERI F","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2019-02-20,2039-02-19,9.95,"FIXED","3 MONTHS",2.8e+10,"ENERGY",2.8e+10,19.9972621492129
"1703",2023-07-31,"WIBI03XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 3 PT WISHAL BATAM INDO TAHUN 2023","SUKUK CROWD FUNDING","WISHAL BATAM INDO, PT",2023-07-31,2024-01-24,0,"Floating/Variable","SPECIFIC DATE",1.5e+09,"CONSTRUCTION",1.5e+09,0.484599589322382
"1704",2023-07-31,"SIPPLN04ACN1","SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI A","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2025-09-08,6.7,"FIXED","3 MONTHS",3.9e+10,"ENERGY",3.9e+10,4.99657768651609
"1705",2023-07-31,"YZTE01XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 1 PT YAZTECH ENGINEERING SOLUSINDO TAHUN 2023","SUKUK CROWD FUNDING","YAZTECH ENGINEERING SOLUSINDO, PT",2023-07-31,2023-10-05,0,"Floating/Variable","SPECIFIC DATE",4.5e+09,"COMPUTER AND SERVICES",4.5e+09,0.180698151950719
"1706",2023-07-31,"SIPPLN04BCN1","SUKUK IJARAH BERKELANJUTAN IV PLN TAHAP I TAHUN 2020 SERI B","SUKUK","PERUSAHAAN LISTRIK NEGARA (PERSERO), PT",2020-09-09,2027-09-08,7.25,"FIXED","3 MONTHS",3.5e+10,"ENERGY",3.5e+10,6.99520876112252
"1707",2023-07-31,"YZTE02XXSCFS","SUKUK YANG DITAWARKAN MELALUI LAYANAN URUN DANA 2 PT YAZTECH ENGINEERING SOLUSINDO TAHUN 2023","SUKUK CROWD FUNDING","YAZTECH ENGINEERING SOLUSINDO, PT",2023-07-31,2023-12-25,0,"Floating/Variable","SPECIFIC DATE",9.6e+08,"COMPUTER AND SERVICES",9.6e+08,0.402464065708419
